Parameter,Value,cs1,crf,ccm,cci,cce,crd,cca,cch,cs3
executeFuncUnits.funcUnits[6].issueLat,1,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[6].issueLat,3,1.2201206019297675,1.0171792204176207,1.142128358311509,1.3728561809204876,1.0957445147395228,1.0472031330527893,1.0946853873442381,0.9340259090739521,1.2157353626947025
executeFuncUnits.funcUnits[6].issueLat,2,1.2201226659309297,1.0977155376192649,1.1421333068529773,1.3959278928160717,1.1869796812670077,1.1205463205185466,1.1493756404741045,1.1356412013613226,1.2157367628665374
executeFuncUnits.funcUnits[1].issueLat,3,1.2197965600667873,1.1464953752622575,1.0902667799304042,1.2950168441984413,1.1395151927798965,1.123217142725638,1.1493762564956347,1.0917301512063522,1.2141493881931849
executeFuncUnits.funcUnits[1].issueLat,1,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[1].issueLat,2,1.2200573039310978,1.1464954001921177,1.1421339416166352,1.297305139999174,1.1869630199925503,1.1841139081168301,1.2098068933754154,1.0166659326494836,1.2148312171349456
executeBranchDelay,2,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeBranchDelay,1,1.220328715692301,1.1922071230090412,1.1421937550639414,1.396677064659985,1.187034017624854,1.208166412057896,1.2098581135110467,1.023479301401951,1.2165859873367946
executeBranchDelay,4,1.2196238466255394,1.1807558514045133,1.142011523011518,1.3944567317540875,1.186874768069382,1.1949084852039185,1.2097321867936333,1.127582516683496,1.2137877106366521
executeBranchDelay,3,1.219926344023801,1.1882816849596805,1.142044213762232,1.3951775208889172,1.1869252620258979,1.2013247146944468,1.209770706696587,1.1316357463400053,1.2146638250442114
executeFuncUnits.funcUnits[7].issueLat,2,1.2201221037509329,1.0977154423958915,1.1421313766576178,1.39592821554196,1.1869784236923981,1.1205110655786468,1.2098029955444531,1.135631238515654,1.2157370872005862
executeFuncUnits.funcUnits[7].issueLat,1,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[7].issueLat,3,1.2201186423397956,0.9812142165199277,1.14212736083583,1.3959092441235528,1.1869775615139655,1.013992425380831,1.2097988095749699,1.018821239027587,1.2157347773130835
executeFuncUnits.funcUnits[0].opLat,1,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[0].opLat,3,0.997715782647702,1.0517970397227905,0.8884109751173696,0.8458198127341776,0.8902968577503131,1.0748301828332252,0.9195821739255969,0.8550829575023906,0.9922834993986747
executeFuncUnits.funcUnits[0].opLat,2,1.0977926740107966,1.2043020183713444,1.0428769774309796,1.1230796558798182,1.0551311731166955,1.2226168025819284,1.0946274374538292,0.9153459621150988,1.0931078253727486
executeFuncUnits.funcUnits[2].issueLat,4,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
executeFuncUnits.funcUnits[2].issueLat,3,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
executeFuncUnits.funcUnits[2].issueLat,2,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.135641661189189,1.2157394920242985
branchPred.indirectBranchPred.indirectWays,2,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
branchPred.indirectBranchPred.indirectWays,1,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
branchPred.indirectBranchPred.indirectWays,8,1.2201247941884676,1.192068766529068,1.1421390715692321,1.3959285152161325,1.1869813067822415,1.2048875765335998,1.2098131875912785,1.0188222046070303,1.2157394920242985
