Parameter,Value,overall,control,execution,memory,data_dependency,store_intense
branchPred.indirectBranchPred.indirectSets,1024,0.8051261199787298,1.1856381917868384,0.8386128257635898,0.4344380171774251,0.7921259288164428,0.6140256972695535
branchPred.indirectBranchPred.indirectSets,512,0.8051261199787298,1.1856381917868384,0.8386128257635898,0.4344380171774251,0.7921259288164428,0.6140256972695535
branchPred.indirectBranchPred.indirectSets,128,0.8051162909140352,1.185603197440976,0.8386128257635898,0.43443801686499683,0.7921259288164428,0.6140256972695535
branchPred.indirectBranchPred.indirectSets,256,0.8051426720028165,1.1856971268590721,0.8386128257635898,0.43443801686499683,0.7921259288164428,0.6140256972695535
decodeCycleInput,True,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
decodeCycleInput,False,0.8050746305267239,1.185459804553614,0.838612831389277,0.4344384408305619,0.7920929487337047,0.614025349673036
fetch1FetchLimit,2,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
fetch1FetchLimit,4,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
fetch1FetchLimit,1,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
threadPolicy,"""RoundRobin""",0.8046780703018661,1.185459369393416,0.8386123728960131,0.4339189779804979,0.7921246323190252,0.614025349673036
threadPolicy,"""SingleThreaded""",0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
enableIdling,False,0.8050760517428127,1.1854599433621202,0.8386128257635898,0.4344380171774251,0.7921259241527755,0.6140256972695535
enableIdling,True,0.7979511458824469,1.1851922796413292,0.83860920846231,0.42589229475430335,0.7910391737003915,0.6055915697064163
